account_alias,date_trunc,net,a_reg_week,a_reg_status,n_regs,improper_format,probable_duplicate,approx_alexa
m2,2016-08-21,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-24,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-24,195.46.27.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,195.88.139.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-12-04,195.88.40.0/24,2015-03-02,email-clicked,1,f,f,18000
m2,2016-09-05,195.93.150.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-07-12,197.131.51.0/24,2016-05-16,manual,1,f,f,17000
g1,2016-02-04,197.165.214.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-11-08,197.200.71.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-23,197.237.182.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-02-04,197.247.121.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-02-04,197.249.35.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-03-16,197.255.166.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-12,197.255.207.0/24,2015-03-02,email-clicked,1,f,f,19500
i1,2016-02-11,197.45.219.0/24,2015-02-23,unconfirmed,1,f,f,7000
i2,2016-09-17,197.53.177.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-09-17,197.53.177.0/24,2015-02-16,unconfirmed,1,f,f,7000
q2,2016-11-16,198.0.47.0/24,2015-03-02,unconfirmed,1,f,f,21500
f1,2016-11-21,198.111.209.0/24,2015-03-02,email-clicked,1,f,f,18000
m2,2016-08-27,198.134.125.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-28,198.134.125.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-21,198.245.49.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-14,199.241.31.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,199.241.31.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-14,199.241.31.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,199.241.31.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-16,199.241.31.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-16,199.241.31.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-16,199.241.31.0/24,2015-03-02,email-clicked,1,f,t,19500
b1,2015-09-03,2,2015-03-02,unconfirmed,1,t,f,8000
b1,2016-06-20,2001,2015-03-02,unconfirmed,1,t,f,8000
m2,2016-08-08,200.113.196.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-05-31,200.113.197.0/24,2015-03-02,email-clicked,1,f,f,19500
q2,2016-09-08,200.126.110.0/24,2015-03-02,unconfirmed,1,f,f,21500
b1,2015-11-14,200.203.209.0/24,2015-03-02,unconfirmed,1,f,f,8000
i2,2016-02-18,200.2.124.0/24,2015-02-16,unconfirmed,1,f,f,7000
i1,2016-02-06,200.225.1.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-09-02,200.239.60.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-02-04,200.27.121.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-12,200.40.209.0/24,2015-03-02,email-clicked,1,f,f,19500
h1,2016-09-22,200.8.84.0/24,2015-11-23,email-clicked,1,f,f,17000
i2,2016-08-20,201.132.155.0/24,2015-02-16,unconfirmed,1,f,f,7000
g1,2016-01-11,201.172.60.0/24,2015-03-02,unconfirmed,1,f,f,17000
f1,2016-11-23,201.172.96.0/24,2015-03-02,email-clicked,1,f,f,18000
i1,2016-02-07,201.173.132.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-09-01,201.175.109.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-04,201.175.114.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2016-06-13,201.17.76.0/24,2015-03-02,unconfirmed,1,f,f,8000
i2,2016-08-26,201.209.99.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-08-19,201.211.149.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-08-19,201.211.149.0/24,2015-02-16,unconfirmed,1,f,f,7000
g2,2017-01-09,201.240.146.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-02-04,201.24.39.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-08-16,201.251.8.0/24,2015-02-16,unconfirmed,1,f,f,7000
i2,2016-08-16,201.251.8.0/24,2015-02-16,unconfirmed,1,f,f,7000
h2,2016-06-25,201.254.128.0/24,2016-05-16,manual,1,f,f,17000
g1,2017-01-20,201.37.24.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-19,201.53.73.0/24,2015-03-02,unconfirmed,1,f,f,17000
h2,2016-08-31,201.93.99.0/24,2016-05-16,manual,1,f,f,17000
h1,2016-09-17,201.97.39.0/24,2015-11-23,email-clicked,1,f,f,17000
h2,2016-06-26,202.38.181.0/24,2016-05-16,manual,1,f,f,17000
h2,2016-08-26,202.67.42.0/24,2016-05-16,manual,1,f,f,17000
m2,2016-06-19,202.69.71.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-07-02,203.121.212.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-09-20,203.168.65.0/24,2016-05-16,manual,1,f,f,17000
m1,2017-01-12,203.205.48.0/24,2015-03-02,email-clicked,1,f,f,19500
r1,2016-10-31,203.87.193.0/24,2015-03-02,email-clicked,2,f,f,22000
b1,2016-06-20,204.74.212.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-06-20,204.74.212.0/24,2015-03-02,unconfirmed,1,f,t,8000
q2,2016-11-20,205.186.151.0/24,2015-03-02,unconfirmed,1,f,f,21500
g1,2017-01-16,206.162.234.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-12,206.214.0.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,206.214.1.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,206.214.2.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-07-21,206.214.6.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-09,206.214.8.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2016-10-30,207.58.211.0/24,2016-01-18,email-clicked,2,f,f,22000
m1,2016-09-30,208.115.154.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2016-12-19,208.126.47.0/24,2015-12-07,email-clicked,1,f,f,20000
q2,2016-11-21,208.64.60.0/24,2015-03-02,unconfirmed,1,f,f,21500
m2,2016-09-01,209.151.135.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-12-28,209.58.183.0/24,2015-03-02,unconfirmed,1,f,f,17000
b1,2016-07-14,209.64.190.0/24,2015-03-02,unconfirmed,1,f,f,8000
i2,2016-08-22,210.186.59.0/24,2015-02-16,unconfirmed,1,f,f,7000
b1,2016-01-23,210.245.88.0/24,2015-03-02,unconfirmed,1,f,f,8000
m1,2017-01-12,211.141.155.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2016-03-21,211.20.224.0/24,2015-03-02,unconfirmed,1,f,f,17000
l1,2016-12-15,211.225.62.0/24,2015-03-02,unconfirmed,1,f,f,10500
b1,2016-05-31,211.72.89.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-09-06,212.105.90.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-22,212.122.7.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-10-19,212.142.155.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-04,212.193.87.0/24,2015-03-02,email-clicked,1,f,f,18000
m1,2016-12-12,212.19.8.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-19,212.227.11.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2017-01-23,212.237.240.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2017-01-23,212.237.240.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2016-03-16,212.252.164.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-21,212.34.58.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-05-30,212.35.179.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,212.55.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,212.55.94.0/24,2015-03-02,email-clicked,1,f,f,19500
c1,2016-02-08,212.92.246.0/24,2015-02-23,unconfirmed,1,f,f,5000
m2,2016-08-18,213.109.81.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2017-01-16,213.110.201.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-13,213.114.118.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,213.156.109.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2017-01-14,213.159.254.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-09-03,2.132.232.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-08,213.230.103.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,t,19500
m1,2016-06-28,213.231.17.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-06-13,213.231.44.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-06-07,213.231.59.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-03,213.233.84.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-17,213.24.132.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-23,2.132.88.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-22,2.134.193.0/24,2015-03-02,unconfirmed,1,f,f,17000
k2,2016-03-21,213.4.202.0/24,2015-03-02,email-clicked,1,f,f,20000
k2,2016-03-21,213.4.202.0/24,2015-03-02,email-clicked,1,f,t,20000
r2,2016-10-30,213.7.85.0/24,2016-01-18,email-clicked,2,f,f,22000
f1,2016-12-01,216.155.155.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-12-01,216.155.155.0/24,2015-03-02,email-clicked,1,f,t,18000
r2,2016-10-31,216.172.142.0/24,2016-01-18,email-clicked,2,f,f,22000
f1,2016-11-02,216.212.249.0/24,2015-03-02,email-clicked,1,f,f,18000
q2,2016-10-24,216.237.225.0/24,2015-03-02,unconfirmed,1,f,f,21500
q2,2016-12-24,216.59.248.0/24,2015-03-02,unconfirmed,1,f,f,21500
g1,2017-01-22,217.107.125.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-04,217.12.210.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2016-05-30,217.132.18.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-06-04,217.132.18.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,217.151.233.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-07-09,217.151.237.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-07-09,217.151.237.0/24,2015-03-02,email-clicked,1,f,f,19500
d3,2017-01-14,217.175.1.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-08-21,217.194.183.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,217.194.183.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,217.194.183.0/24,2015-03-02,email-clicked,1,f,t,19500
g1,2016-03-16,217.216.67.0/24,2015-03-02,unconfirmed,1,f,f,17000
b1,2016-05-19,217.69.128.0/24,2015-03-02,unconfirmed,1,f,f,8000
m1,2016-12-12,217.75.155.0/24,2015-03-02,email-clicked,1,f,f,19500
h1,2016-09-10,217.78.57.0/24,2015-11-23,email-clicked,1,f,f,17000
m1,2016-08-22,217.82.221.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,218.106.153.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,218.11.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,218.149.228.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-09,218.149.228.0/24,2015-03-02,email-clicked,1,f,f,19500
i1,2016-02-09,218.152.6.0/24,2015-02-23,unconfirmed,1,f,f,7000
h2,2016-08-24,2.181.90.0/24,2016-05-16,manual,1,f,f,17000
m1,2017-01-09,218.23.103.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2016-06-18,218.24.31.0/24,2015-03-02,unconfirmed,1,f,f,8000
m2,2016-09-01,218.250.69.0/24,2015-03-02,email-clicked,1,f,f,19500
g2,2016-12-28,218.253.241.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-12,218.28.135.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,218.28.190.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,218.64.63.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-10-07,218.73.3.0/24,2015-03-02,email-clicked,1,f,f,18000
e1,2016-10-06,218.73.3.0/24,2015-03-02,email-clicked,1,f,f,15500
m1,2017-01-21,218.76.254.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,218.89.142.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,218.93.44.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-12-12,2.190.118.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-16,219.143.125.0/24,2015-03-02,unconfirmed,1,f,f,17000
m1,2017-01-21,219.159.80.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-09,219.232.115.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-06-27,220.141.94.0/24,2016-05-16,manual,1,f,f,17000
e1,2015-10-29,220.145.80.0/24,2015-03-02,email-clicked,1,f,f,15500
m1,2017-01-21,220.178.213.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-10-15,220.225.7.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,220.244.147.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,221.224.114.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-21,221.226.119.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-03,221.230.139.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-03,221.230.139.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-03,221.230.139.0/24,2015-03-02,unconfirmed,1,f,f,17000
b1,2016-02-19,222.122.86.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-02-19,222.122.86.0/24,2015-03-02,unconfirmed,1,f,f,8000
g1,2016-02-04,222.124.70.0/24,2015-03-02,unconfirmed,1,f,f,17000
h1,2016-08-26,222.127.232.0/24,2015-11-23,email-clicked,1,f,f,17000
m1,2017-01-09,222.186.68.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-22,222.252.95.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2016-02-09,222.254.60.0/24,2015-02-23,unconfirmed,1,f,f,7000
d1,2016-12-11,23.105.173.0/24,2015-03-02,email-clicked,1,f,f,20000
n1,2016-08-30,23.247.79.0/24,2015-03-02,unconfirmed,1,f,f,11000
b1,2016-06-27,2400,2015-03-02,unconfirmed,1,t,f,8000
m2,2016-11-29,24.177.155.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-11-29,24.177.155.0/24,2015-03-02,email-clicked,1,f,f,19500
f1,2016-11-15,24.225.96.0/24,2015-03-02,email-clicked,1,f,f,18000
d3,2016-12-17,24.233.86.0/24,2015-12-07,email-clicked,1,f,f,20000
m2,2016-09-02,24.234.204.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-19,24.52.253.0/24,2015-03-02,unconfirmed,1,f,f,17000
r1,2016-12-25,24.53.19.0/24,2015-03-02,email-clicked,2,f,f,22000
b1,2016-06-30,24.92.4.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-06-30,24.92.4.0/24,2015-03-02,unconfirmed,1,f,t,8000
m2,2016-10-24,24.9.65.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-10-24,24.9.65.0/24,2015-03-02,email-clicked,1,f,f,19500
b1,2016-06-12,2602,2015-03-02,unconfirmed,1,t,f,8000
b1,2016-06-12,2602,2015-03-02,unconfirmed,1,t,t,8000
b1,2016-06-25,2604,2015-03-02,unconfirmed,1,t,f,8000
b1,2015-11-04,2607,2015-03-02,unconfirmed,1,t,f,8000
b1,2015-11-04,2607,2015-03-02,unconfirmed,1,t,f,8000
b1,2016-06-14,2607,2015-03-02,unconfirmed,1,t,f,8000
b1,2016-06-19,2607,2015-03-02,unconfirmed,1,t,f,8000
b1,2016-06-19,2607,2015-03-02,unconfirmed,1,t,f,8000
b1,2016-06-22,27.102.203.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2016-06-21,27.130.97.0/24,2015-03-02,unconfirmed,1,f,f,8000
g1,2016-02-04,27.145.33.0/24,2015-03-02,unconfirmed,1,f,f,17000
i1,2017-01-13,27.145.43.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-09-08,27.147.159.0/24,2015-03-02,email-clicked,1,f,f,19500
i1,2016-09-25,27.147.219.0/24,2015-02-23,unconfirmed,1,f,f,7000
g2,2016-03-26,27.2.160.0/24,2015-03-02,unconfirmed,1,f,f,17000
i2,2016-09-09,27.3.22.0/24,2015-02-16,unconfirmed,1,f,f,7000
h2,2016-06-25,27.55.5.0/24,2016-05-16,manual,1,f,f,17000
i2,2016-09-03,27.58.24.0/24,2015-02-16,unconfirmed,1,f,f,7000
f1,2016-12-10,27.72.95.0/24,2015-03-02,email-clicked,1,f,f,18000
i2,2016-03-14,27.77.57.0/24,2015-02-16,unconfirmed,1,f,f,7000
m1,2016-05-30,2.93.127.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,31.131.17.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,31.131.17.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-06-02,31.132.180.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,31.146.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,31.146.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,31.146.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-21,31.146.173.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,31.169.5.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-12,31.171.0.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-09,31.171.1.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,31.173.100.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-12,31.173.100.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,31.173.101.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2017-01-09,31.173.68.0/24,2015-03-02,email-clicked,1,f,f,19500
h2,2016-06-26,31.174.212.0/24,2016-05-16,manual,1,f,f,17000
g2,2017-01-13,31.176.168.0/24,2015-03-02,unconfirmed,1,f,f,17000
d3,2017-01-02,31.209.10.0/24,2015-12-07,email-clicked,1,f,f,20000
m1,2017-01-21,31.214.152.0/24,2015-03-02,email-clicked,1,f,f,19500
i1,2016-08-23,31.215.34.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-09-05,31.43.63.0/24,2015-03-02,email-clicked,1,f,f,19500
r2,2016-12-22,31.43.63.0/24,2016-01-18,email-clicked,2,f,f,22000
f1,2016-11-26,31.7.56.0/24,2015-03-02,email-clicked,1,f,f,18000
b1,2015-08-06,32.136.84.0/24,2015-03-02,unconfirmed,1,f,f,8000
b1,2015-08-06,32.136.84.0/24,2015-03-02,unconfirmed,1,f,f,8000
n1,2016-09-21,36.233.61.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-09-13,36.234.169.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-08-28,36.234.170.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-07-19,36.248.128.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-08-24,36.248.128.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-08-24,36.248.128.0/24,2015-03-02,unconfirmed,1,f,f,11000
n1,2016-08-21,36.248.128.0/24,2015-03-02,unconfirmed,1,f,f,11000
e1,2016-12-04,36.248.128.0/24,2015-03-02,email-clicked,1,f,f,15500
f1,2016-10-02,36.250.94.0/24,2015-03-02,email-clicked,1,f,f,18000
e1,2016-10-02,36.250.94.0/24,2015-03-02,email-clicked,1,f,f,15500
e1,2016-10-02,36.250.94.0/24,2015-03-02,email-clicked,1,f,f,15500
r2,2016-10-31,36.38.58.0/24,2016-01-18,email-clicked,2,f,f,22000
f1,2016-11-24,36.5.61.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-11-24,36.5.63.0/24,2015-03-02,email-clicked,1,f,f,18000
i2,2016-08-18,36.71.59.0/24,2015-02-16,unconfirmed,1,f,f,7000
i1,2017-01-01,36.73.108.0/24,2015-02-23,unconfirmed,1,f,f,7000
r1,2016-10-31,36.74.101.0/24,2015-03-02,email-clicked,2,f,f,22000
i1,2016-02-06,36.81.3.0/24,2015-02-23,unconfirmed,1,f,f,7000
i1,2016-02-17,36.82.15.0/24,2015-02-23,unconfirmed,1,f,f,7000
h2,2016-08-16,36.84.224.0/24,2016-05-16,manual,1,f,f,17000
i1,2016-03-29,36.85.0.0/24,2015-02-23,unconfirmed,1,f,f,7000
r1,2016-10-31,37.105.81.0/24,2015-03-02,email-clicked,2,f,f,22000
m2,2016-08-14,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-14,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-20,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-27,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-28,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-30,37.115.94.0/24,2015-03-02,email-clicked,1,f,f,19500
r1,2016-10-30,37.135.176.0/24,2015-03-02,email-clicked,2,f,f,22000
g1,2016-02-04,37.142.209.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-13,37.146.225.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-13,37.146.225.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-19,37.151.228.0/24,2015-03-02,unconfirmed,1,f,f,17000
f1,2016-11-29,37.157.249.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-11-29,37.157.249.0/24,2015-03-02,email-clicked,1,f,f,18000
m1,2016-07-21,37.187.134.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-19,37.191.129.0/24,2015-03-02,unconfirmed,1,f,f,17000
g1,2017-01-22,37.212.103.0/24,2015-03-02,unconfirmed,1,f,f,17000
g2,2016-11-28,37.212.196.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-04,37.220.156.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-04,37.220.156.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-04,37.220.156.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-19,37.229.211.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-19,37.229.211.0/24,2015-03-02,email-clicked,1,f,t,19500
r1,2016-10-30,37.236.132.0/24,2015-03-02,email-clicked,2,f,f,22000
i1,2016-02-11,37.236.216.0/24,2015-02-23,unconfirmed,1,f,f,7000
m2,2016-10-20,37.29.35.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-01,37.29.40.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-01,37.29.40.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-01,37.29.40.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-01,37.29.40.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-01,37.29.40.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-08-01,37.29.40.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-06,37.35.105.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-09-06,37.35.105.0/24,2015-03-02,email-clicked,1,f,t,19500
m2,2016-09-06,37.35.105.0/24,2015-03-02,email-clicked,1,f,t,19500
g1,2017-01-22,37.52.95.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-13,37.55.75.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-15,37.55.75.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-02,37.59.13.0/24,2015-03-02,unconfirmed,1,f,f,17000
m2,2016-08-03,37.78.193.0/24,2015-03-02,email-clicked,1,f,f,19500
m2,2016-08-03,37.78.193.0/24,2015-03-02,email-clicked,1,f,f,19500
m1,2016-09-24,37.79.37.0/24,2015-03-02,email-clicked,1,f,f,19500
g1,2017-01-02,37.8.245.0/24,2015-03-02,unconfirmed,1,f,f,17000
c1,2016-03-02,37.9.153.0/24,2015-02-23,unconfirmed,1,f,f,5000
f1,2016-09-26,39.168.54.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-09-26,39.177.109.0/24,2015-03-02,email-clicked,1,f,f,18000
f1,2016-09-26,39.177.130.0/24,2015-03-02,email-clicked,1,f,f,18000
